path,label
data/raw/Chronic Otitis Media/com (254).jpg,Chronic Otitis Media
data/raw/Normal/norm (402).jpg,Normal
data/raw/Normal/norm (95).jpg,Normal
data/raw/Cerumen Impaction/ci (176).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (529).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (89).jpg,Chronic Otitis Media
data/raw/Normal/norm (391).jpg,Normal
data/raw/Myringosclerosis/mys (400).jpg,Myringosclerosis
data/raw/Normal/norm (549).jpg,Normal
data/raw/Chronic Otitis Media/com (248).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (257).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (517).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (571).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (528).jpg,Myringosclerosis
data/raw/Normal/norm (256).jpg,Normal
data/raw/Acute Otitis Media/aom (249).jpg,Acute Otitis Media
data/raw/Normal/norm (132).jpg,Normal
data/raw/Normal/norm (108).jpg,Normal
data/raw/Myringosclerosis/mys (527).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (225).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (79).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (384).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (541).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (558).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (568).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (387).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (201).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (56).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (297).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (504).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (363).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (13).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (496).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (352).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (292).jpg,Chronic Otitis Media
data/raw/Normal/norm (543).jpg,Normal
data/raw/Myringosclerosis/mys (477).jpg,Myringosclerosis
data/raw/Normal/norm (170).jpg,Normal
data/raw/Normal/norm (152).jpg,Normal
data/raw/Acute Otitis Media/aom (185).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (62).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (63).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (506).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (25).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (311).jpg,Cerumen Impaction
data/raw/Normal/norm (368).jpg,Normal
data/raw/Normal/norm (598).jpg,Normal
data/raw/Myringosclerosis/mys (19).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (336).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (291).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (431).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (259).jpg,Myringosclerosis
data/raw/Normal/norm (52).jpg,Normal
data/raw/Acute Otitis Media/aom (295).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (48).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (27).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (154).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (270).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (240).jpg,Cerumen Impaction
data/raw/Normal/norm (210).jpg,Normal
data/raw/Acute Otitis Media/aom (129).jpg,Acute Otitis Media
data/raw/Normal/norm (570).jpg,Normal
data/raw/Cerumen Impaction/ci (186).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (32).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (125).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (221).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (543).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (113).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (537).jpg,Chronic Otitis Media
data/raw/Normal/norm (474).jpg,Normal
data/raw/Myringosclerosis/mys (350).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (548).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (340).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (58).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (279).jpg,Cerumen Impaction
data/raw/Normal/norm (164).jpg,Normal
data/raw/Normal/norm (329).jpg,Normal
data/raw/Cerumen Impaction/ci (429).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (337).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (380).jpg,Myringosclerosis
data/raw/Normal/norm (97).jpg,Normal
data/raw/Normal/norm (422).jpg,Normal
data/raw/Chronic Otitis Media/com (176).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (422).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (75).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (289).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (236).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (303).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (264).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (291).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (558).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (398).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (439).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (515).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (90).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (315).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (116).jpg,Cerumen Impaction
data/raw/Normal/norm (526).jpg,Normal
data/raw/Normal/norm (254).jpg,Normal
data/raw/Acute Otitis Media/aom (338).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (231).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (319).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (229).jpg,Myringosclerosis
data/raw/Normal/norm (343).jpg,Normal
data/raw/Myringosclerosis/mys (35).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (97).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (176).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (564).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (105).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (214).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (101).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (243).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (15).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (599).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (57).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (143).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (339).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (279).jpg,Myringosclerosis
data/raw/Normal/norm (330).jpg,Normal
data/raw/Acute Otitis Media/aom (414).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (420).jpg,Acute Otitis Media
data/raw/Normal/norm (335).jpg,Normal
data/raw/Cerumen Impaction/ci (264).jpg,Cerumen Impaction
data/raw/Normal/norm (42).jpg,Normal
data/raw/Myringosclerosis/mys (328).jpg,Myringosclerosis
data/raw/Normal/norm (578).jpg,Normal
data/raw/Normal/norm (564).jpg,Normal
data/raw/Acute Otitis Media/aom (388).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (511).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (452).jpg,Cerumen Impaction
data/raw/Normal/norm (276).jpg,Normal
data/raw/Acute Otitis Media/aom (137).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (90).jpg,Cerumen Impaction
data/raw/Normal/norm (409).jpg,Normal
data/raw/Cerumen Impaction/ci (297).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (288).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (404).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (591).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (6).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (293).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (151).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (194).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (430).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (89).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (16).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (24).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (209).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (513).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (213).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (278).jpg,Chronic Otitis Media
data/raw/Normal/norm (426).jpg,Normal
data/raw/Myringosclerosis/mys (38).jpg,Myringosclerosis
data/raw/Normal/norm (494).jpg,Normal
data/raw/Myringosclerosis/mys (595).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (506).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (563).jpg,Chronic Otitis Media
data/raw/Normal/norm (356).jpg,Normal
data/raw/Normal/norm (18).jpg,Normal
data/raw/Myringosclerosis/mys (192).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (358).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (324).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (219).jpg,Cerumen Impaction
data/raw/Normal/norm (443).jpg,Normal
data/raw/Myringosclerosis/mys (158).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (204).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (102).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (559).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (383).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (470).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (135).jpg,Acute Otitis Media
data/raw/Normal/norm (84).jpg,Normal
data/raw/Cerumen Impaction/ci (79).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (406).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (285).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (352).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (417).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (339).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (198).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (229).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (545).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (156).jpg,Myringosclerosis
data/raw/Normal/norm (245).jpg,Normal
data/raw/Myringosclerosis/mys (155).jpg,Myringosclerosis
data/raw/Normal/norm (176).jpg,Normal
data/raw/Cerumen Impaction/ci (280).jpg,Cerumen Impaction
data/raw/Normal/norm (237).jpg,Normal
data/raw/Chronic Otitis Media/com (583).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (228).jpg,Acute Otitis Media
data/raw/Normal/norm (162).jpg,Normal
data/raw/Normal/norm (483).jpg,Normal
data/raw/Acute Otitis Media/aom (157).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (492).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (258).jpg,Chronic Otitis Media
data/raw/Normal/norm (214).jpg,Normal
data/raw/Cerumen Impaction/ci (56).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (148).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (327).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (311).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (435).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (596).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (480).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (584).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (130).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (218).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (252).jpg,Cerumen Impaction
data/raw/Normal/norm (20).jpg,Normal
data/raw/Cerumen Impaction/ci (129).jpg,Cerumen Impaction
data/raw/Normal/norm (143).jpg,Normal
data/raw/Myringosclerosis/mys (548).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (315).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (464).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (286).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (154).jpg,Chronic Otitis Media
data/raw/Normal/norm (12).jpg,Normal
data/raw/Cerumen Impaction/ci (48).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (583).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (491).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (338).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (41).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (388).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (287).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (516).jpg,Chronic Otitis Media
data/raw/Normal/norm (265).jpg,Normal
data/raw/Myringosclerosis/mys (4).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (54).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (566).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (234).jpg,Acute Otitis Media
data/raw/Normal/norm (421).jpg,Normal
data/raw/Myringosclerosis/mys (142).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (379).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (400).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (551).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (59).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (156).jpg,Acute Otitis Media
data/raw/Normal/norm (374).jpg,Normal
data/raw/Cerumen Impaction/ci (239).jpg,Cerumen Impaction
data/raw/Normal/norm (530).jpg,Normal
data/raw/Cerumen Impaction/ci (356).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (126).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (576).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (413).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (229).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (59).jpg,Acute Otitis Media
data/raw/Normal/norm (468).jpg,Normal
data/raw/Cerumen Impaction/ci (441).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (22).jpg,Myringosclerosis
data/raw/Normal/norm (318).jpg,Normal
data/raw/Myringosclerosis/mys (249).jpg,Myringosclerosis
data/raw/Normal/norm (532).jpg,Normal
data/raw/Myringosclerosis/mys (539).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (584).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (487).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (423).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (564).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (283).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (591).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (172).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (2).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (485).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (294).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (316).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (29).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (209).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (104).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (580).jpg,Cerumen Impaction
data/raw/Normal/norm (392).jpg,Normal
data/raw/Chronic Otitis Media/com (29).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (222).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (103).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (486).jpg,Chronic Otitis Media
data/raw/Normal/norm (321).jpg,Normal
data/raw/Acute Otitis Media/aom (265).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (317).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (231).jpg,Cerumen Impaction
data/raw/Normal/norm (172).jpg,Normal
data/raw/Chronic Otitis Media/com (302).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (273).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (54).jpg,Cerumen Impaction
data/raw/Normal/norm (439).jpg,Normal
data/raw/Normal/norm (96).jpg,Normal
data/raw/Normal/norm (381).jpg,Normal
data/raw/Cerumen Impaction/ci (523).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (517).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (588).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (30).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (87).jpg,Chronic Otitis Media
data/raw/Normal/norm (349).jpg,Normal
data/raw/Acute Otitis Media/aom (120).jpg,Acute Otitis Media
data/raw/Normal/norm (234).jpg,Normal
data/raw/Normal/norm (65).jpg,Normal
data/raw/Chronic Otitis Media/com (438).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (451).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (580).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (205).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (232).jpg,Chronic Otitis Media
data/raw/Normal/norm (533).jpg,Normal
data/raw/Cerumen Impaction/ci (313).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (397).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (472).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (579).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (379).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (215).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (332).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (441).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (312).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (184).jpg,Acute Otitis Media
data/raw/Normal/norm (133).jpg,Normal
data/raw/Normal/norm (378).jpg,Normal
data/raw/Chronic Otitis Media/com (33).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (126).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (345).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (474).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (35).jpg,Chronic Otitis Media
data/raw/Normal/norm (405).jpg,Normal
data/raw/Cerumen Impaction/ci (527).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (1).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (53).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (72).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (3).jpg,Chronic Otitis Media
data/raw/Normal/norm (146).jpg,Normal
data/raw/Myringosclerosis/mys (114).jpg,Myringosclerosis
